audio_path,fig_path
D:\datasets\flickr_soundnet\Data\9\10085024583.wav,D:\datasets\flickr_soundnet\Data\9\10085024583.jpg
D:\datasets\flickr_soundnet\Data\9\10092098084.wav,D:\datasets\flickr_soundnet\Data\9\10092098084.jpg
D:\datasets\flickr_soundnet\Data\9\10095872135.wav,D:\datasets\flickr_soundnet\Data\9\10095872135.jpg
D:\datasets\flickr_soundnet\Data\9\10101952233.wav,D:\datasets\flickr_soundnet\Data\9\10101952233.jpg
D:\datasets\flickr_soundnet\Data\9\10107074043.wav,D:\datasets\flickr_soundnet\Data\9\10107074043.jpg
D:\datasets\flickr_soundnet\Data\9\10108485173.wav,D:\datasets\flickr_soundnet\Data\9\10108485173.jpg
D:\datasets\flickr_soundnet\Data\9\10109043113.wav,D:\datasets\flickr_soundnet\Data\9\10109043113.jpg
D:\datasets\flickr_soundnet\Data\9\10110011994.wav,D:\datasets\flickr_soundnet\Data\9\10110011994.jpg
D:\datasets\flickr_soundnet\Data\9\10111387915.wav,D:\datasets\flickr_soundnet\Data\9\10111387915.jpg
D:\datasets\flickr_soundnet\Data\9\10118791336.wav,D:\datasets\flickr_soundnet\Data\9\10118791336.jpg
D:\datasets\flickr_soundnet\Data\9\10120272553.wav,D:\datasets\flickr_soundnet\Data\9\10120272553.jpg
D:\datasets\flickr_soundnet\Data\9\10122428176.wav,D:\datasets\flickr_soundnet\Data\9\10122428176.jpg
D:\datasets\flickr_soundnet\Data\9\10131891194.wav,D:\datasets\flickr_soundnet\Data\9\10131891194.jpg
D:\datasets\flickr_soundnet\Data\9\10147676393.wav,D:\datasets\flickr_soundnet\Data\9\10147676393.jpg
D:\datasets\flickr_soundnet\Data\9\10148585633.wav,D:\datasets\flickr_soundnet\Data\9\10148585633.jpg
D:\datasets\flickr_soundnet\Data\9\10150827303.wav,D:\datasets\flickr_soundnet\Data\9\10150827303.jpg
D:\datasets\flickr_soundnet\Data\9\10154753783.wav,D:\datasets\flickr_soundnet\Data\9\10154753783.jpg
D:\datasets\flickr_soundnet\Data\9\10155096216.wav,D:\datasets\flickr_soundnet\Data\9\10155096216.jpg
D:\datasets\flickr_soundnet\Data\9\10164281175.wav,D:\datasets\flickr_soundnet\Data\9\10164281175.jpg
D:\datasets\flickr_soundnet\Data\9\10191546183.wav,D:\datasets\flickr_soundnet\Data\9\10191546183.jpg
D:\datasets\flickr_soundnet\Data\9\10238410215.wav,D:\datasets\flickr_soundnet\Data\9\10238410215.jpg
D:\datasets\flickr_soundnet\Data\9\10247095573.wav,D:\datasets\flickr_soundnet\Data\9\10247095573.jpg
D:\datasets\flickr_soundnet\Data\9\10249288235.wav,D:\datasets\flickr_soundnet\Data\9\10249288235.jpg
D:\datasets\flickr_soundnet\Data\9\10250432725.wav,D:\datasets\flickr_soundnet\Data\9\10250432725.jpg
D:\datasets\flickr_soundnet\Data\9\10260788316.wav,D:\datasets\flickr_soundnet\Data\9\10260788316.jpg
D:\datasets\flickr_soundnet\Data\9\10270530843.wav,D:\datasets\flickr_soundnet\Data\9\10270530843.jpg
D:\datasets\flickr_soundnet\Data\9\10283435064.wav,D:\datasets\flickr_soundnet\Data\9\10283435064.jpg
D:\datasets\flickr_soundnet\Data\9\10294103914.wav,D:\datasets\flickr_soundnet\Data\9\10294103914.jpg
D:\datasets\flickr_soundnet\Data\9\10295688115.wav,D:\datasets\flickr_soundnet\Data\9\10295688115.jpg
D:\datasets\flickr_soundnet\Data\9\10301344034.wav,D:\datasets\flickr_soundnet\Data\9\10301344034.jpg
D:\datasets\flickr_soundnet\Data\9\10309172125.wav,D:\datasets\flickr_soundnet\Data\9\10309172125.jpg
D:\datasets\flickr_soundnet\Data\9\10311292774.wav,D:\datasets\flickr_soundnet\Data\9\10311292774.jpg
D:\datasets\flickr_soundnet\Data\9\10331048975.wav,D:\datasets\flickr_soundnet\Data\9\10331048975.jpg
D:\datasets\flickr_soundnet\Data\9\10334742283.wav,D:\datasets\flickr_soundnet\Data\9\10334742283.jpg
D:\datasets\flickr_soundnet\Data\9\10343513525.wav,D:\datasets\flickr_soundnet\Data\9\10343513525.jpg
D:\datasets\flickr_soundnet\Data\9\10403015926.wav,D:\datasets\flickr_soundnet\Data\9\10403015926.jpg
D:\datasets\flickr_soundnet\Data\9\10405606625.wav,D:\datasets\flickr_soundnet\Data\9\10405606625.jpg
D:\datasets\flickr_soundnet\Data\9\10409351364.wav,D:\datasets\flickr_soundnet\Data\9\10409351364.jpg
D:\datasets\flickr_soundnet\Data\9\10409874134.wav,D:\datasets\flickr_soundnet\Data\9\10409874134.jpg
D:\datasets\flickr_soundnet\Data\9\10416514014.wav,D:\datasets\flickr_soundnet\Data\9\10416514014.jpg
D:\datasets\flickr_soundnet\Data\9\10420636565.wav,D:\datasets\flickr_soundnet\Data\9\10420636565.jpg
D:\datasets\flickr_soundnet\Data\9\10442140814.wav,D:\datasets\flickr_soundnet\Data\9\10442140814.jpg
D:\datasets\flickr_soundnet\Data\9\10447329873.wav,D:\datasets\flickr_soundnet\Data\9\10447329873.jpg
D:\datasets\flickr_soundnet\Data\9\10476442285.wav,D:\datasets\flickr_soundnet\Data\9\10476442285.jpg
D:\datasets\flickr_soundnet\Data\9\10478193765.wav,D:\datasets\flickr_soundnet\Data\9\10478193765.jpg
D:\datasets\flickr_soundnet\Data\9\10484015586.wav,D:\datasets\flickr_soundnet\Data\9\10484015586.jpg
D:\datasets\flickr_soundnet\Data\9\10487807985.wav,D:\datasets\flickr_soundnet\Data\9\10487807985.jpg
D:\datasets\flickr_soundnet\Data\9\10515593313.wav,D:\datasets\flickr_soundnet\Data\9\10515593313.jpg
D:\datasets\flickr_soundnet\Data\9\10531060103.wav,D:\datasets\flickr_soundnet\Data\9\10531060103.jpg
D:\datasets\flickr_soundnet\Data\9\10540929136.wav,D:\datasets\flickr_soundnet\Data\9\10540929136.jpg
D:\datasets\flickr_soundnet\Data\9\10544968676.wav,D:\datasets\flickr_soundnet\Data\9\10544968676.jpg
D:\datasets\flickr_soundnet\Data\9\10546702666.wav,D:\datasets\flickr_soundnet\Data\9\10546702666.jpg
D:\datasets\flickr_soundnet\Data\9\10548642096.wav,D:\datasets\flickr_soundnet\Data\9\10548642096.jpg
D:\datasets\flickr_soundnet\Data\9\10550492855.wav,D:\datasets\flickr_soundnet\Data\9\10550492855.jpg
D:\datasets\flickr_soundnet\Data\9\10551903366.wav,D:\datasets\flickr_soundnet\Data\9\10551903366.jpg
D:\datasets\flickr_soundnet\Data\9\10561753514.wav,D:\datasets\flickr_soundnet\Data\9\10561753514.jpg
D:\datasets\flickr_soundnet\Data\9\10594354324.wav,D:\datasets\flickr_soundnet\Data\9\10594354324.jpg
D:\datasets\flickr_soundnet\Data\9\10643809855.wav,D:\datasets\flickr_soundnet\Data\9\10643809855.jpg
D:\datasets\flickr_soundnet\Data\9\10646170995.wav,D:\datasets\flickr_soundnet\Data\9\10646170995.jpg
D:\datasets\flickr_soundnet\Data\9\10650222966.wav,D:\datasets\flickr_soundnet\Data\9\10650222966.jpg
D:\datasets\flickr_soundnet\Data\9\10655736795.wav,D:\datasets\flickr_soundnet\Data\9\10655736795.jpg
D:\datasets\flickr_soundnet\Data\9\10663487126.wav,D:\datasets\flickr_soundnet\Data\9\10663487126.jpg
D:\datasets\flickr_soundnet\Data\9\10690135403.wav,D:\datasets\flickr_soundnet\Data\9\10690135403.jpg
D:\datasets\flickr_soundnet\Data\9\10692096584.wav,D:\datasets\flickr_soundnet\Data\9\10692096584.jpg
D:\datasets\flickr_soundnet\Data\9\10703846276.wav,D:\datasets\flickr_soundnet\Data\9\10703846276.jpg
D:\datasets\flickr_soundnet\Data\9\10747523575.wav,D:\datasets\flickr_soundnet\Data\9\10747523575.jpg
D:\datasets\flickr_soundnet\Data\9\10767323643.wav,D:\datasets\flickr_soundnet\Data\9\10767323643.jpg
D:\datasets\flickr_soundnet\Data\9\10768390514.wav,D:\datasets\flickr_soundnet\Data\9\10768390514.jpg
D:\datasets\flickr_soundnet\Data\9\10769006506.wav,D:\datasets\flickr_soundnet\Data\9\10769006506.jpg
D:\datasets\flickr_soundnet\Data\9\10776391753.wav,D:\datasets\flickr_soundnet\Data\9\10776391753.jpg
D:\datasets\flickr_soundnet\Data\9\10788935875.wav,D:\datasets\flickr_soundnet\Data\9\10788935875.jpg
D:\datasets\flickr_soundnet\Data\9\10789487725.wav,D:\datasets\flickr_soundnet\Data\9\10789487725.jpg
D:\datasets\flickr_soundnet\Data\9\10808634266.wav,D:\datasets\flickr_soundnet\Data\9\10808634266.jpg
D:\datasets\flickr_soundnet\Data\9\10831375623.wav,D:\datasets\flickr_soundnet\Data\9\10831375623.jpg
D:\datasets\flickr_soundnet\Data\9\10855761985.wav,D:\datasets\flickr_soundnet\Data\9\10855761985.jpg
D:\datasets\flickr_soundnet\Data\9\10859255295.wav,D:\datasets\flickr_soundnet\Data\9\10859255295.jpg
D:\datasets\flickr_soundnet\Data\9\10865430135.wav,D:\datasets\flickr_soundnet\Data\9\10865430135.jpg
D:\datasets\flickr_soundnet\Data\9\10879527433.wav,D:\datasets\flickr_soundnet\Data\9\10879527433.jpg
D:\datasets\flickr_soundnet\Data\9\10879824545.wav,D:\datasets\flickr_soundnet\Data\9\10879824545.jpg
D:\datasets\flickr_soundnet\Data\9\10914561934.wav,D:\datasets\flickr_soundnet\Data\9\10914561934.jpg
D:\datasets\flickr_soundnet\Data\9\10930123764.wav,D:\datasets\flickr_soundnet\Data\9\10930123764.jpg
D:\datasets\flickr_soundnet\Data\9\11015116215.wav,D:\datasets\flickr_soundnet\Data\9\11015116215.jpg
D:\datasets\flickr_soundnet\Data\9\11037200163.wav,D:\datasets\flickr_soundnet\Data\9\11037200163.jpg
D:\datasets\flickr_soundnet\Data\9\11040123384.wav,D:\datasets\flickr_soundnet\Data\9\11040123384.jpg
D:\datasets\flickr_soundnet\Data\9\11042943314.wav,D:\datasets\flickr_soundnet\Data\9\11042943314.jpg
D:\datasets\flickr_soundnet\Data\9\11054219516.wav,D:\datasets\flickr_soundnet\Data\9\11054219516.jpg
D:\datasets\flickr_soundnet\Data\9\11054409606.wav,D:\datasets\flickr_soundnet\Data\9\11054409606.jpg
D:\datasets\flickr_soundnet\Data\9\11054519173.wav,D:\datasets\flickr_soundnet\Data\9\11054519173.jpg
D:\datasets\flickr_soundnet\Data\9\11056375776.wav,D:\datasets\flickr_soundnet\Data\9\11056375776.jpg
D:\datasets\flickr_soundnet\Data\9\11070054273.wav,D:\datasets\flickr_soundnet\Data\9\11070054273.jpg
D:\datasets\flickr_soundnet\Data\9\11136734675.wav,D:\datasets\flickr_soundnet\Data\9\11136734675.jpg
D:\datasets\flickr_soundnet\Data\9\11157044443.wav,D:\datasets\flickr_soundnet\Data\9\11157044443.jpg
D:\datasets\flickr_soundnet\Data\9\11174050396.wav,D:\datasets\flickr_soundnet\Data\9\11174050396.jpg
D:\datasets\flickr_soundnet\Data\9\11202587793.wav,D:\datasets\flickr_soundnet\Data\9\11202587793.jpg
D:\datasets\flickr_soundnet\Data\9\11241009645.wav,D:\datasets\flickr_soundnet\Data\9\11241009645.jpg
D:\datasets\flickr_soundnet\Data\9\11256337745.wav,D:\datasets\flickr_soundnet\Data\9\11256337745.jpg
D:\datasets\flickr_soundnet\Data\9\11281881345.wav,D:\datasets\flickr_soundnet\Data\9\11281881345.jpg
D:\datasets\flickr_soundnet\Data\9\11342080645.wav,D:\datasets\flickr_soundnet\Data\9\11342080645.jpg
D:\datasets\flickr_soundnet\Data\9\11396885326.wav,D:\datasets\flickr_soundnet\Data\9\11396885326.jpg
D:\datasets\flickr_soundnet\Data\9\11400834985.wav,D:\datasets\flickr_soundnet\Data\9\11400834985.jpg
D:\datasets\flickr_soundnet\Data\9\11448976285.wav,D:\datasets\flickr_soundnet\Data\9\11448976285.jpg
D:\datasets\flickr_soundnet\Data\9\11466529346.wav,D:\datasets\flickr_soundnet\Data\9\11466529346.jpg
D:\datasets\flickr_soundnet\Data\9\11476849246.wav,D:\datasets\flickr_soundnet\Data\9\11476849246.jpg
D:\datasets\flickr_soundnet\Data\9\11489672745.wav,D:\datasets\flickr_soundnet\Data\9\11489672745.jpg
D:\datasets\flickr_soundnet\Data\9\11512731593.wav,D:\datasets\flickr_soundnet\Data\9\11512731593.jpg
D:\datasets\flickr_soundnet\Data\9\11546521734.wav,D:\datasets\flickr_soundnet\Data\9\11546521734.jpg
D:\datasets\flickr_soundnet\Data\9\11601789385.wav,D:\datasets\flickr_soundnet\Data\9\11601789385.jpg
D:\datasets\flickr_soundnet\Data\9\11604621926.wav,D:\datasets\flickr_soundnet\Data\9\11604621926.jpg
D:\datasets\flickr_soundnet\Data\9\11610368784.wav,D:\datasets\flickr_soundnet\Data\9\11610368784.jpg
D:\datasets\flickr_soundnet\Data\9\11618284403.wav,D:\datasets\flickr_soundnet\Data\9\11618284403.jpg
D:\datasets\flickr_soundnet\Data\9\11619290564.wav,D:\datasets\flickr_soundnet\Data\9\11619290564.jpg
D:\datasets\flickr_soundnet\Data\9\11646290364.wav,D:\datasets\flickr_soundnet\Data\9\11646290364.jpg
D:\datasets\flickr_soundnet\Data\9\11650481194.wav,D:\datasets\flickr_soundnet\Data\9\11650481194.jpg
D:\datasets\flickr_soundnet\Data\9\11677249555.wav,D:\datasets\flickr_soundnet\Data\9\11677249555.jpg
D:\datasets\flickr_soundnet\Data\9\11716924616.wav,D:\datasets\flickr_soundnet\Data\9\11716924616.jpg
D:\datasets\flickr_soundnet\Data\9\11752985306.wav,D:\datasets\flickr_soundnet\Data\9\11752985306.jpg
D:\datasets\flickr_soundnet\Data\9\11769073214.wav,D:\datasets\flickr_soundnet\Data\9\11769073214.jpg
D:\datasets\flickr_soundnet\Data\9\11794395623.wav,D:\datasets\flickr_soundnet\Data\9\11794395623.jpg
D:\datasets\flickr_soundnet\Data\9\11848852106.wav,D:\datasets\flickr_soundnet\Data\9\11848852106.jpg
D:\datasets\flickr_soundnet\Data\9\11879415016.wav,D:\datasets\flickr_soundnet\Data\9\11879415016.jpg
D:\datasets\flickr_soundnet\Data\9\11971632294.wav,D:\datasets\flickr_soundnet\Data\9\11971632294.jpg
D:\datasets\flickr_soundnet\Data\9\11993028654.wav,D:\datasets\flickr_soundnet\Data\9\11993028654.jpg
D:\datasets\flickr_soundnet\Data\9\11995336825.wav,D:\datasets\flickr_soundnet\Data\9\11995336825.jpg
D:\datasets\flickr_soundnet\Data\9\12062137393.wav,D:\datasets\flickr_soundnet\Data\9\12062137393.jpg
D:\datasets\flickr_soundnet\Data\9\12105543523.wav,D:\datasets\flickr_soundnet\Data\9\12105543523.jpg
D:\datasets\flickr_soundnet\Data\9\12140482284.wav,D:\datasets\flickr_soundnet\Data\9\12140482284.jpg
D:\datasets\flickr_soundnet\Data\9\12173886003.wav,D:\datasets\flickr_soundnet\Data\9\12173886003.jpg
D:\datasets\flickr_soundnet\Data\9\12216298363.wav,D:\datasets\flickr_soundnet\Data\9\12216298363.jpg
D:\datasets\flickr_soundnet\Data\9\12241100376.wav,D:\datasets\flickr_soundnet\Data\9\12241100376.jpg
D:\datasets\flickr_soundnet\Data\9\12248715685.wav,D:\datasets\flickr_soundnet\Data\9\12248715685.jpg
D:\datasets\flickr_soundnet\Data\9\12262635796.wav,D:\datasets\flickr_soundnet\Data\9\12262635796.jpg
D:\datasets\flickr_soundnet\Data\9\12296575755.wav,D:\datasets\flickr_soundnet\Data\9\12296575755.jpg
D:\datasets\flickr_soundnet\Data\9\12378320363.wav,D:\datasets\flickr_soundnet\Data\9\12378320363.jpg
D:\datasets\flickr_soundnet\Data\9\12413948893.wav,D:\datasets\flickr_soundnet\Data\9\12413948893.jpg
D:\datasets\flickr_soundnet\Data\9\12418688033.wav,D:\datasets\flickr_soundnet\Data\9\12418688033.jpg
D:\datasets\flickr_soundnet\Data\9\12495065523.wav,D:\datasets\flickr_soundnet\Data\9\12495065523.jpg
D:\datasets\flickr_soundnet\Data\9\12510839803.wav,D:\datasets\flickr_soundnet\Data\9\12510839803.jpg
D:\datasets\flickr_soundnet\Data\9\12514254984.wav,D:\datasets\flickr_soundnet\Data\9\12514254984.jpg
D:\datasets\flickr_soundnet\Data\9\12568896163.wav,D:\datasets\flickr_soundnet\Data\9\12568896163.jpg
D:\datasets\flickr_soundnet\Data\9\12631245004.wav,D:\datasets\flickr_soundnet\Data\9\12631245004.jpg
D:\datasets\flickr_soundnet\Data\9\12640539125.wav,D:\datasets\flickr_soundnet\Data\9\12640539125.jpg
D:\datasets\flickr_soundnet\Data\9\12658746344.wav,D:\datasets\flickr_soundnet\Data\9\12658746344.jpg
D:\datasets\flickr_soundnet\Data\9\12670627383.wav,D:\datasets\flickr_soundnet\Data\9\12670627383.jpg
D:\datasets\flickr_soundnet\Data\9\12688127794.wav,D:\datasets\flickr_soundnet\Data\9\12688127794.jpg
D:\datasets\flickr_soundnet\Data\9\12707474135.wav,D:\datasets\flickr_soundnet\Data\9\12707474135.jpg
D:\datasets\flickr_soundnet\Data\9\12709674825.wav,D:\datasets\flickr_soundnet\Data\9\12709674825.jpg
D:\datasets\flickr_soundnet\Data\9\12748727945.wav,D:\datasets\flickr_soundnet\Data\9\12748727945.jpg
D:\datasets\flickr_soundnet\Data\9\12748914755.wav,D:\datasets\flickr_soundnet\Data\9\12748914755.jpg
D:\datasets\flickr_soundnet\Data\9\12814521694.wav,D:\datasets\flickr_soundnet\Data\9\12814521694.jpg
D:\datasets\flickr_soundnet\Data\9\12862693364.wav,D:\datasets\flickr_soundnet\Data\9\12862693364.jpg
D:\datasets\flickr_soundnet\Data\9\12887286683.wav,D:\datasets\flickr_soundnet\Data\9\12887286683.jpg
D:\datasets\flickr_soundnet\Data\9\12979144903.wav,D:\datasets\flickr_soundnet\Data\9\12979144903.jpg
D:\datasets\flickr_soundnet\Data\9\13131906924.wav,D:\datasets\flickr_soundnet\Data\9\13131906924.jpg
D:\datasets\flickr_soundnet\Data\9\13155013454.wav,D:\datasets\flickr_soundnet\Data\9\13155013454.jpg
D:\datasets\flickr_soundnet\Data\9\13158044224.wav,D:\datasets\flickr_soundnet\Data\9\13158044224.jpg
D:\datasets\flickr_soundnet\Data\9\13163563303.wav,D:\datasets\flickr_soundnet\Data\9\13163563303.jpg
D:\datasets\flickr_soundnet\Data\9\13225187423.wav,D:\datasets\flickr_soundnet\Data\9\13225187423.jpg
D:\datasets\flickr_soundnet\Data\9\13234495505.wav,D:\datasets\flickr_soundnet\Data\9\13234495505.jpg
D:\datasets\flickr_soundnet\Data\9\13283708404.wav,D:\datasets\flickr_soundnet\Data\9\13283708404.jpg
D:\datasets\flickr_soundnet\Data\9\13370773525.wav,D:\datasets\flickr_soundnet\Data\9\13370773525.jpg
D:\datasets\flickr_soundnet\Data\9\13406426835.wav,D:\datasets\flickr_soundnet\Data\9\13406426835.jpg
D:\datasets\flickr_soundnet\Data\9\13427796533.wav,D:\datasets\flickr_soundnet\Data\9\13427796533.jpg
D:\datasets\flickr_soundnet\Data\9\13564609025.wav,D:\datasets\flickr_soundnet\Data\9\13564609025.jpg
D:\datasets\flickr_soundnet\Data\9\13570368503.wav,D:\datasets\flickr_soundnet\Data\9\13570368503.jpg
D:\datasets\flickr_soundnet\Data\9\13577875474.wav,D:\datasets\flickr_soundnet\Data\9\13577875474.jpg
D:\datasets\flickr_soundnet\Data\9\13632866444.wav,D:\datasets\flickr_soundnet\Data\9\13632866444.jpg
D:\datasets\flickr_soundnet\Data\9\13716433785.wav,D:\datasets\flickr_soundnet\Data\9\13716433785.jpg
D:\datasets\flickr_soundnet\Data\9\13721325644.wav,D:\datasets\flickr_soundnet\Data\9\13721325644.jpg
D:\datasets\flickr_soundnet\Data\9\13769030514.wav,D:\datasets\flickr_soundnet\Data\9\13769030514.jpg
D:\datasets\flickr_soundnet\Data\9\13849083913.wav,D:\datasets\flickr_soundnet\Data\9\13849083913.jpg
D:\datasets\flickr_soundnet\Data\9\13849774404.wav,D:\datasets\flickr_soundnet\Data\9\13849774404.jpg
D:\datasets\flickr_soundnet\Data\9\13987534725.wav,D:\datasets\flickr_soundnet\Data\9\13987534725.jpg
D:\datasets\flickr_soundnet\Data\9\14000325481.wav,D:\datasets\flickr_soundnet\Data\9\14000325481.jpg
D:\datasets\flickr_soundnet\Data\9\14016533841.wav,D:\datasets\flickr_soundnet\Data\9\14016533841.jpg
D:\datasets\flickr_soundnet\Data\9\14020881342.wav,D:\datasets\flickr_soundnet\Data\9\14020881342.jpg
D:\datasets\flickr_soundnet\Data\9\14039471815.wav,D:\datasets\flickr_soundnet\Data\9\14039471815.jpg
D:\datasets\flickr_soundnet\Data\9\14095573796.wav,D:\datasets\flickr_soundnet\Data\9\14095573796.jpg
D:\datasets\flickr_soundnet\Data\9\14134922666.wav,D:\datasets\flickr_soundnet\Data\9\14134922666.jpg
D:\datasets\flickr_soundnet\Data\9\14154695778.wav,D:\datasets\flickr_soundnet\Data\9\14154695778.jpg
D:\datasets\flickr_soundnet\Data\9\14172932360.wav,D:\datasets\flickr_soundnet\Data\9\14172932360.jpg
D:\datasets\flickr_soundnet\Data\9\14174434304.wav,D:\datasets\flickr_soundnet\Data\9\14174434304.jpg
D:\datasets\flickr_soundnet\Data\9\14231232596.wav,D:\datasets\flickr_soundnet\Data\9\14231232596.jpg
D:\datasets\flickr_soundnet\Data\9\14233542024.wav,D:\datasets\flickr_soundnet\Data\9\14233542024.jpg
D:\datasets\flickr_soundnet\Data\9\14248796619.wav,D:\datasets\flickr_soundnet\Data\9\14248796619.jpg
D:\datasets\flickr_soundnet\Data\9\14248966132.wav,D:\datasets\flickr_soundnet\Data\9\14248966132.jpg
D:\datasets\flickr_soundnet\Data\9\14297062860.wav,D:\datasets\flickr_soundnet\Data\9\14297062860.jpg
D:\datasets\flickr_soundnet\Data\9\14365423912.wav,D:\datasets\flickr_soundnet\Data\9\14365423912.jpg
D:\datasets\flickr_soundnet\Data\9\14372462058.wav,D:\datasets\flickr_soundnet\Data\9\14372462058.jpg
D:\datasets\flickr_soundnet\Data\9\14469770038.wav,D:\datasets\flickr_soundnet\Data\9\14469770038.jpg
D:\datasets\flickr_soundnet\Data\9\14549976140.wav,D:\datasets\flickr_soundnet\Data\9\14549976140.jpg
D:\datasets\flickr_soundnet\Data\9\14556643489.wav,D:\datasets\flickr_soundnet\Data\9\14556643489.jpg
D:\datasets\flickr_soundnet\Data\9\14566072101.wav,D:\datasets\flickr_soundnet\Data\9\14566072101.jpg
D:\datasets\flickr_soundnet\Data\9\14571947825.wav,D:\datasets\flickr_soundnet\Data\9\14571947825.jpg
D:\datasets\flickr_soundnet\Data\9\14647987675.wav,D:\datasets\flickr_soundnet\Data\9\14647987675.jpg
D:\datasets\flickr_soundnet\Data\9\14665902732.wav,D:\datasets\flickr_soundnet\Data\9\14665902732.jpg
D:\datasets\flickr_soundnet\Data\9\14692067540.wav,D:\datasets\flickr_soundnet\Data\9\14692067540.jpg
D:\datasets\flickr_soundnet\Data\9\14714745277.wav,D:\datasets\flickr_soundnet\Data\9\14714745277.jpg
D:\datasets\flickr_soundnet\Data\9\14733316411.wav,D:\datasets\flickr_soundnet\Data\9\14733316411.jpg
D:\datasets\flickr_soundnet\Data\9\14746755209.wav,D:\datasets\flickr_soundnet\Data\9\14746755209.jpg
D:\datasets\flickr_soundnet\Data\9\14759844058.wav,D:\datasets\flickr_soundnet\Data\9\14759844058.jpg
D:\datasets\flickr_soundnet\Data\9\14762266633.wav,D:\datasets\flickr_soundnet\Data\9\14762266633.jpg
D:\datasets\flickr_soundnet\Data\9\14801387003.wav,D:\datasets\flickr_soundnet\Data\9\14801387003.jpg
D:\datasets\flickr_soundnet\Data\9\14814486756.wav,D:\datasets\flickr_soundnet\Data\9\14814486756.jpg
D:\datasets\flickr_soundnet\Data\9\14850201305.wav,D:\datasets\flickr_soundnet\Data\9\14850201305.jpg
D:\datasets\flickr_soundnet\Data\9\14855881440.wav,D:\datasets\flickr_soundnet\Data\9\14855881440.jpg
D:\datasets\flickr_soundnet\Data\9\14861585741.wav,D:\datasets\flickr_soundnet\Data\9\14861585741.jpg
D:\datasets\flickr_soundnet\Data\9\14909039457.wav,D:\datasets\flickr_soundnet\Data\9\14909039457.jpg
D:\datasets\flickr_soundnet\Data\9\14915173978.wav,D:\datasets\flickr_soundnet\Data\9\14915173978.jpg
D:\datasets\flickr_soundnet\Data\9\14948778587.wav,D:\datasets\flickr_soundnet\Data\9\14948778587.jpg
D:\datasets\flickr_soundnet\Data\9\15012741356.wav,D:\datasets\flickr_soundnet\Data\9\15012741356.jpg
D:\datasets\flickr_soundnet\Data\9\15039119917.wav,D:\datasets\flickr_soundnet\Data\9\15039119917.jpg
D:\datasets\flickr_soundnet\Data\9\15044864019.wav,D:\datasets\flickr_soundnet\Data\9\15044864019.jpg
D:\datasets\flickr_soundnet\Data\9\15053333403.wav,D:\datasets\flickr_soundnet\Data\9\15053333403.jpg
D:\datasets\flickr_soundnet\Data\9\15062108128.wav,D:\datasets\flickr_soundnet\Data\9\15062108128.jpg
D:\datasets\flickr_soundnet\Data\9\15087832512.wav,D:\datasets\flickr_soundnet\Data\9\15087832512.jpg
D:\datasets\flickr_soundnet\Data\9\15135922199.wav,D:\datasets\flickr_soundnet\Data\9\15135922199.jpg
D:\datasets\flickr_soundnet\Data\9\15136462216.wav,D:\datasets\flickr_soundnet\Data\9\15136462216.jpg
D:\datasets\flickr_soundnet\Data\9\15169375649.wav,D:\datasets\flickr_soundnet\Data\9\15169375649.jpg
D:\datasets\flickr_soundnet\Data\9\15232736996.wav,D:\datasets\flickr_soundnet\Data\9\15232736996.jpg
D:\datasets\flickr_soundnet\Data\9\15245806868.wav,D:\datasets\flickr_soundnet\Data\9\15245806868.jpg
D:\datasets\flickr_soundnet\Data\9\15269031000.wav,D:\datasets\flickr_soundnet\Data\9\15269031000.jpg
D:\datasets\flickr_soundnet\Data\9\15314864992.wav,D:\datasets\flickr_soundnet\Data\9\15314864992.jpg
D:\datasets\flickr_soundnet\Data\9\15333879756.wav,D:\datasets\flickr_soundnet\Data\9\15333879756.jpg
D:\datasets\flickr_soundnet\Data\9\15353829193.wav,D:\datasets\flickr_soundnet\Data\9\15353829193.jpg
D:\datasets\flickr_soundnet\Data\9\15376489967.wav,D:\datasets\flickr_soundnet\Data\9\15376489967.jpg
D:\datasets\flickr_soundnet\Data\9\15397635474.wav,D:\datasets\flickr_soundnet\Data\9\15397635474.jpg
D:\datasets\flickr_soundnet\Data\9\15460135879.wav,D:\datasets\flickr_soundnet\Data\9\15460135879.jpg
D:\datasets\flickr_soundnet\Data\9\15471905811.wav,D:\datasets\flickr_soundnet\Data\9\15471905811.jpg
D:\datasets\flickr_soundnet\Data\9\15497824137.wav,D:\datasets\flickr_soundnet\Data\9\15497824137.jpg
D:\datasets\flickr_soundnet\Data\9\15506917869.wav,D:\datasets\flickr_soundnet\Data\9\15506917869.jpg
D:\datasets\flickr_soundnet\Data\9\15548805225.wav,D:\datasets\flickr_soundnet\Data\9\15548805225.jpg
D:\datasets\flickr_soundnet\Data\9\15592300365.wav,D:\datasets\flickr_soundnet\Data\9\15592300365.jpg
D:\datasets\flickr_soundnet\Data\9\15668912739.wav,D:\datasets\flickr_soundnet\Data\9\15668912739.jpg
D:\datasets\flickr_soundnet\Data\9\15670700608.wav,D:\datasets\flickr_soundnet\Data\9\15670700608.jpg
D:\datasets\flickr_soundnet\Data\9\15679023977.wav,D:\datasets\flickr_soundnet\Data\9\15679023977.jpg
D:\datasets\flickr_soundnet\Data\9\15744378223.wav,D:\datasets\flickr_soundnet\Data\9\15744378223.jpg
D:\datasets\flickr_soundnet\Data\9\15799251138.wav,D:\datasets\flickr_soundnet\Data\9\15799251138.jpg
